date, pm10, o3, no2, so2, co
2016/4/25, 19, 47, 12, , 
2016/4/26, 24, 35, 5, , 
2016/4/27, 18, 30, 15, , 
2016/4/28, 12, 38, 15, , 
2016/4/29, 18, 31, 17, , 
2016/4/30, 19, 40, 10, , 
2016/5/1, 12, 39, 18, , 
2016/5/2, 16, 14, 23, , 
2016/5/3, 23, 45, 16, , 
2016/5/4, 23, 48, 13, , 
2016/5/5, 21, 46, 12, , 
2016/5/6, 20, 45, 13, , 
2016/5/7, 18, 39, 11, , 
2016/5/8, 18, 40, 5, , 
2016/5/9, 24, 25, 26, , 
2016/5/10, 28, 31, 22, , 
2016/5/11, 18, 34, 19, , 
2016/5/12, 20, 33, 17, , 
2016/5/13, 21, 35, 14, , 
2016/5/14, 16, 49, 9, , 
2016/5/15, 16, 47, 4, , 
2016/5/16, 19, 40, 11, , 
2016/5/17, 20, 35, 19, , 
2016/5/18, 25, 15, 17, , 
2016/5/19, 29, 36, 11, , 
2016/5/20, 22, 34, 15, , 
2016/5/21, 24, 34, 12, , 
2016/5/22, 25, 29, 10, , 
2016/5/23, 20, 31, 16, , 
2016/5/24, 20, 32, 15, , 
2016/5/25, 24, 36, 5, , 
2016/5/26, 22, 34, 17, , 
2016/5/27, 29, 33, 14, , 
2016/5/28, 35, 35, 5, , 
2016/5/29, 25, 27, 16, , 
2016/5/30, 20, 39, 8, , 
2016/6/1, 18, 47, 13, , 
2016/6/2, 19, 33, 23, , 
2016/6/3, 23, 40, 22, , 
2016/6/4, 27, 38, 16, , 
2016/6/5, 24, 35, 19, , 
2016/6/6, 23, 41, 19, , 
2016/6/7, 26, 39, 16, , 
2016/6/8, 25, 34, 22, , 
2016/6/9, 27, 46, 16, , 
2016/6/10, 30, 42, 8, , 
2016/6/11, 22, 35, 10, , 
2016/6/12, 20, 33, 7, , 
2016/6/13, 22, 33, 8, , 
2016/6/14, 23, 30, 3, , 
2016/6/15, 25, 27, 11, , 
2016/6/16, 20, 32, 12, , 
2016/6/17, 27, 33, 13, , 
2016/6/18, 16, 34, 12, , 
2016/6/19, 14, 34, 20, , 
2016/6/20, 17, 27, 26, , 
2016/6/21, 24, 25, 29, , 
2016/6/22, 28, 33, 27, , 
2016/6/23, 27, 37, 20, , 
2016/6/24, 46, 43, 10, , 
2016/6/25, 24, 35, 12, , 
2016/6/26, 22, 32, 11, , 
2016/6/27, 21, 35, 20, , 
2016/6/28, 27, 28, 21, , 
2016/6/29, 29, 35, 11, , 
2016/6/30, 32, 36, 13, , 
2016/1/4, 11, 17, 24, , 
2016/1/5, 10, 19, 11, , 
2016/1/6, 13, , , , 
2016/1/8, 22, 22, 17, , 
2016/1/9, 23, 26, 10, , 
2016/1/10, 12, 28, 8, , 
2016/1/11, 23, 25, 12, , 
2016/1/12, 21, 14, 23, , 
2016/1/13, 20, 15, 22, , 
2016/1/14, 17, 12, 19, , 
2016/1/15, 18, 24, 18, , 
2016/1/16, 17, 16, 21, , 
2016/1/17, 17, 9, 27, , 
2016/1/18, 30, 14, 24, , 
2016/1/19, 28, 5, 27, , 
2016/1/20, 27, 15, 28, , 
2016/1/21, 32, 5, 31, , 
2016/1/22, 37, 3, 30, , 
2016/1/23, 48, 15, 18, , 
2016/1/24, 36, 15, 26, , 
2016/1/25, 23, 4, 35, , 
2016/1/26, 26, 9, 26, , 
2016/1/27, 19, 7, 26, , 
2016/1/28, 28, 2, 28, , 
2016/1/29, 37, 14, 19, , 
2016/1/30, 25, 14, 20, , 
2016/1/31, 21, 10, 21, , 
2016/2/1, 19, 18, 21, , 
2016/2/2, 26, 15, 22, , 
2016/2/3, 30, 10, 32, , 
2016/2/4, 21, 15, 31, , 
2016/2/5, 30, 23, 26, , 
2016/2/6, 31, 28, 19, , 
2016/2/7, 24, 16, 26, , 
2016/2/8, 20, 24, 14, , 
2016/2/9, 20, 29, 15, , 
2016/2/10, 24, 27, 15, , 
2016/2/11, 19, 15, 20, , 
2016/2/12, 18, 24, 14, , 
2016/2/13, 17, 32, 9, , 
2016/2/14, 11, 29, 20, , 
2016/2/15, 11, 21, 24, , 
2016/2/16, 16, 22, 21, , 
2016/2/17, 20, 20, 28, , 
2016/2/18, 19, 19, 29, , 
2016/2/19, 28, 13, 30, , 
2016/2/20, 28, 15, 27, , 
2016/2/21, 22, 18, 32, , 
2016/2/22, 32, 19, 24, , 
2016/2/23, 63, 18, 27, , 
2016/2/24, 70, 19, 23, , 
2016/2/25, 44, 23, 19, , 
2016/2/26, 18, 33, 7, , 
2016/2/27, 16, 31, 4, , 
2016/2/28, 9, 26, 16, , 
2016/2/29, 11, 24, 19, , 
2016/3/1, 26, 23, 23, , 
2016/3/2, 24, 27, 13, , 
2016/3/3, 19, 31, 20, , 
2016/3/4, 19, 27, 10, , 
2016/3/5, 17, 15, 15, , 
2016/3/6, 11, 32, 16, , 
2016/3/7, 17, 29, 14, , 
2016/3/8, 15, 10, 27, , 
2016/3/9, 15, 23, 26, , 
2016/3/10, 18, 23, 25, , 
2016/3/11, 24, , , , 
2016/3/14, 26, 15, 28, , 
2016/3/15, 27, 29, 28, , 
2016/3/16, 16, 25, 17, , 
2016/3/17, 10, 25, 25, , 
2016/3/18, 20, 38, 17, , 
2016/3/19, 20, 40, 9, , 
2016/3/20, 12, 38, 20, , 
2016/3/21, 15, 19, 27, , 
2016/3/22, 20, 30, 17, , 
2016/3/23, 19, 30, 25, , 
2016/3/24, 22, 40, 12, , 
2016/3/25, 25, 36, 18, , 
2016/3/26, 23, 34, 13, , 
2016/3/27, 19, 27, 14, , 
2016/3/28, 16, 24, 25, , 
2016/3/29, 16, 37, 17, , 
2016/3/30, 21, 33, 22, , 
2016/3/31, 26, 13, 33, , 
2015/10/1, 24, 33, 19, , 
2015/10/2, 29, 6, 26, , 
2015/10/5, 28, 25, 15, , 
2015/10/6, 33, 28, 14, , 
2015/10/7, 22, 26, 17, , 
2015/10/8, 20, 25, 19, , 
2015/10/9, 18, 24, 20, , 
2015/10/10, 23, 34, 14, , 
2015/10/11, 22, 33, 8, , 
2015/10/12, 24, 2, 27, , 
2015/10/13, 25, 17, 22, , 
2015/10/14, 18, 22, 22, , 
2015/10/15, 26, 29, 20, , 
2015/10/16, 22, 33, 17, , 
2015/10/17, 22, 18, 26, , 
2015/10/18, 24, 25, 13, , 
2015/10/19, 24, 23, 17, , 
2015/10/20, 22, 22, 15, , 
2015/10/21, 21, 15, 26, , 
2015/10/22, 22, 17, 27, , 
2015/10/23, 30, 12, 28, , 
2015/10/24, 31, 27, 14, , 
2015/10/25, 28, 23, 22, , 
2015/10/26, 22, 16, 26, , 
2015/10/27, 23, 18, 22, , 
2015/10/28, 19, 16, 26, , 
2015/10/29, 19, 28, 21, , 
2015/10/30, 26, 33, 15, , 
2015/10/31, 22, 36, 7, , 
2015/11/1, 27, 34, 3, , 
2015/11/2, 33, 29, 19, , 
2015/11/3, 31, 14, 27, , 
2015/11/4, 19, 22, 22, , 
2015/11/5, 24, 7, 32, , 
2015/11/6, 27, 14, 21, , 
2015/11/7, 34, 20, 20, , 
2015/11/8, 23, 5, 28, , 
2015/11/9, 25, 3, 22, , 
2015/11/10, 26, 12, 24, , 
2015/11/11, 28, 20, 21, , 
2015/11/12, 32, 16, 22, , 
2015/11/13, 23, 12, 15, , 
2015/11/14, 20, 8, 22, , 
2015/11/15, 18, 8, 21, , 
2015/11/16, 23, 1, 16, , 
2015/11/17, 26, 3, 37, , 
2015/11/18, 32, 4, 32, , 
2015/11/19, 42, 9, 21, , 
2015/11/20, 38, 21, 10, , 
2015/11/21, 43, 22, 15, , 
2015/11/22, 18, 11, 28, , 
2015/11/23, 20, 22, 31, , 
2015/11/24, 26, 13, 24, , 
2015/11/25, 23, 6, 24, , 
2015/11/26, 30, 11, 31, , 
2015/11/27, 25, 10, 20, , 
2015/11/28, 34, , , , 
2015/11/30, 24, 7, 32, , 
2015/12/1, 38, 5, 34, , 
2015/12/2, 41, 14, 27, , 
2015/12/3, 45, 6, 35, , 
2015/12/4, 41, 8, 31, , 
2015/12/5, 51, 10, 26, , 
2015/12/6, 43, 5, 29, , 
2015/12/7, 39, 16, 23, , 
2015/12/8, 35, 5, 21, , 
2015/12/9, 29, 7, 28, , 
2015/12/10, 34, 4, 27, , 
2015/12/11, 34, 5, 25, , 
2015/12/12, 30, 9, 23, , 
2015/12/13, 25, 3, 29, , 
2015/12/14, 26, 2, 30, , 
2015/12/15, 47, 1, 33, , 
2015/12/16, 53, 1, 33, , 
2015/12/17, 55, 3, 29, , 
2015/12/18, 54, 5, 26, , 
2015/12/19, 51, 1, 27, , 
2015/12/20, 52, 5, 22, , 
2015/12/21, 42, 7, 26, , 
2015/12/22, 35, 5, 26, , 
2015/12/23, 37, 11, 26, , 
2015/12/24, 32, 5, 22, , 
2015/12/25, 34, 9, 21, , 
2015/12/26, 34, 16, 20, , 
2015/12/27, 27, 8, 28, , 
2015/12/28, 31, 6, 30, , 
2015/12/29, 41, 8, 23, , 
2015/12/30, 31, , , , 
2016/1/3, 13, 13, 20, , 
2015/7/1, 28, 42, 10, , 
2015/7/2, 26, 32, 12, , 
2015/7/3, 31, 45, 23, , 
2015/7/4, 36, 39, 22, , 
2015/7/5, 34, 23, 28, , 
2015/7/6, 41, 34, 25, , 
2015/7/7, 42, 33, 8, , 
2015/7/8, 38, 34, 12, , 
2015/7/9, 33, 34, 11, , 
2015/7/10, 39, 42, 9, , 
2015/7/11, 36, 35, 9, , 
2015/7/12, 32, 30, 12, , 
2015/7/13, 28, 33, 9, , 
2015/7/14, 26, 33, 18, , 
2015/7/15, 31, 42, 12, , 
2015/7/16, 34, 30, 12, , 
2015/7/17, 27, 27, 8, , 
2015/7/18, 28, 43, 9, , 
2015/7/19, 33, 32, 14, , 
2015/7/20, 28, 21, 21, , 
2015/7/21, 30, 54, 9, , 
2015/7/22, 31, 18, 21, , 
2015/7/23, 22, , , , 
2015/7/30, 20, 32, 11, , 
2015/7/31, 24, 41, 5, , 
2015/8/1, 19, 20, 16, , 
2015/8/2, 14, 34, 15, , 
2015/8/3, 24, 40, 8, , 
2015/8/4, 26, 26, 18, , 
2015/8/5, 23, 25, 15, , 
2015/8/6, 28, 30, 7, , 
2015/8/7, 26, 27, 12, , 
2015/8/8, 24, 29, 6, , 
2015/8/9, 25, 33, 6, , 
2015/8/10, 16, 35, 13, , 
2015/8/11, 19, 26, 15, , 
2015/8/12, 22, 9, 15, , 
2015/8/13, 25, 27, 10, , 
2015/8/18, 11, 33, 12, , 
2015/8/19, 17, 10, 17, , 
2015/8/20, 17, 21, 15, , 
2015/8/21, 20, 18, 16, , 
2015/8/22, 20, 21, 10, , 
2015/8/23, 19, 22, 10, , 
2015/8/24, 22, 16, 11, , 
2015/8/25, 21, 11, 16, , 
2015/8/26, 23, 17, 12, , 
2015/8/27, 23, 20, 12, , 
2015/8/28, 22, 23, 7, , 
2015/8/29, 17, 21, 5, , 
2015/8/30, 18, 31, 15, , 
2015/8/31, 31, 29, 5, , 
2015/9/1, 42, 31, 5, , 
2015/9/2, 20, 40, 4, , 
2015/9/3, 14, 30, 15, , 
2015/9/4, 14, 36, 11, , 
2015/9/5, 15, 35, 11, , 
2015/9/6, 15, 35, 10, , 
2015/9/7, 18, 22, 19, , 
2015/9/8, 20, 35, 13, , 
2015/9/9, 30, 27, 27, , 
2015/9/10, 27, 37, 14, , 
2015/9/11, 23, 39, 12, , 
2015/9/12, 20, 33, 14, , 
2015/9/13, 21, 26, 17, , 
2015/9/14, 20, 33, 16, , 
2015/9/15, 24, 29, 19, , 
2015/9/16, 32, 31, 10, , 
2015/9/17, 31, 32, 15, , 
2015/9/18, 19, 38, 12, , 
2015/9/19, 19, 36, 5, , 
2015/9/20, 18, 37, 13, , 
2015/9/21, 19, 5, 24, , 
2015/9/22, 23, 29, 8, , 
2015/9/23, 15, 32, 16, , 
2015/9/24, 17, 39, 16, , 
2015/9/25, 25, 36, 13, , 
2015/9/26, 23, 12, 15, , 
2015/9/27, 18, , , , 
2015/9/30, 19, 33, 17, , 
2015/4/1, 23, 5, 37, , 
2015/4/2, 27, 19, 12, , 
2015/4/3, 28, 2, 22, , 
2015/4/4, 27, 34, 3, , 
2015/4/5, 20, 36, 3, , 
2015/4/6, 21, 10, 21, , 
2015/4/7, 22, 26, 23, , 
2015/4/8, 24, 48, 3, , 
2015/4/9, 23, 21, 23, , 
2015/4/10, 21, 44, 3, , 
2015/4/11, 22, 20, 20, , 
2015/4/12, 22, 30, 20, , 
2015/4/13, 26, 20, 25, , 
2015/4/14, 34, 18, 23, , 
2015/4/15, 32, 14, 22, , 
2015/4/16, 32, 19, 18, , 
2015/4/17, 31, 16, 19, , 
2015/4/18, 26, , , , 
2015/4/20, 14, 18, 19, , 
2015/4/21, 18, 17, 23, , 
2015/4/22, 22, 57, 12, , 
2015/4/23, 22, 32, 20, , 
2015/4/24, 28, 29, 16, , 
2015/4/25, 34, 27, 11, , 
2015/4/26, 40, 24, 11, , 
2015/4/27, 17, 30, 11, , 
2015/4/28, 17, 28, 14, , 
2015/4/29, 26, 21, 19, , 
2015/4/30, 26, 32, 13, , 
2015/5/1, 32, 22, 20, , 
2015/5/2, 31, 27, 18, , 
2015/5/3, 34, 39, 5, , 
2015/5/4, 20, 32, 11, , 
2015/5/5, 33, 37, 16, , 
2015/5/6, 39, 35, 21, , 
2015/5/7, 30, 17, 30, , 
2015/5/8, 32, , , , 
2015/5/12, 29, 37, 25, , 
2015/5/13, 33, 38, 11, , 
2015/5/14, 37, 37, 9, , 
2015/5/15, 39, 42, 11, , 
2015/5/16, 33, 52, 9, , 
2015/5/17, 24, 30, 27, , 
2015/5/18, 33, 30, 19, , 
2015/5/19, 34, 34, 9, , 
2015/5/20, 14, 35, 12, , 
2015/5/21, 13, 39, 14, , 
2015/5/22, 19, 44, 13, , 
2015/5/23, 19, 43, 9, , 
2015/5/24, 20, 53, 13, , 
2015/5/25, 24, 33, 12, , 
2015/5/26, 23, 40, 9, , 
2015/5/27, 21, 33, 18, , 
2015/5/28, 27, 36, 15, , 
2015/5/29, 34, 42, 15, , 
2015/5/30, 24, 45, 9, , 
2015/5/31, 19, 39, 14, , 
2015/6/1, 19, 32, 20, , 
2015/6/2, 24, 37, 22, , 
2015/6/3, 27, 39, 21, , 
2015/6/4, 34, 29, 31, , 
2015/6/5, 35, 51, 15, , 
2015/6/6, 36, 61, 18, , 
2015/6/7, 29, 45, 24, , 
2015/6/8, 32, 44, 20, , 
2015/6/9, 29, 56, 12, , 
2015/6/10, 23, 37, 18, , 
2015/6/11, 24, 30, 14, , 
2015/6/12, 27, 44, 2, , 
2015/6/13, 21, 39, 6, , 
2015/6/14, 20, 40, 9, , 
2015/6/15, 19, 33, 25, , 
2015/6/16, 18, 42, 12, , 
2015/6/17, 18, 39, 17, , 
2015/6/18, 24, 45, 18, , 
2015/6/19, 29, 37, 18, , 
2015/6/20, 26, 28, 18, , 
2015/6/21, 26, 36, 17, , 
2015/6/22, 24, 42, 15, , 
2015/6/23, 25, 30, 7, , 
2015/6/24, 38, 44, 6, , 
2015/6/25, 22, 38, 18, , 
2015/6/26, 26, 39, 13, , 
2015/6/27, 25, 38, 11, , 
2015/6/28, 24, 37, 22, , 
2015/6/29, 28, 40, 24, , 
2015/6/30, 30, 36, 3, , 
2015/1/1, 29, 3, 33, , 
2015/1/2, 30, 12, 26, , 
2015/1/3, 22, 9, 22, , 
2015/1/4, 28, 6, 26, , 
2015/1/5, 27, 10, 19, , 
2015/1/6, 21, 7, 26, , 
2015/1/7, 28, 6, 21, , 
2015/1/8, 20, 7, 20, , 
2015/1/9, 18, 7, 26, , 
2015/1/10, 52, 7, 20, , 
2015/1/11, 24, 7, 30, , 
2015/1/12, 27, 16, 31, , 
2015/1/13, 33, 19, 26, , 
2015/1/14, 26, 17, 30, , 
2015/1/15, 26, 7, 32, , 
2015/1/16, 38, 20, 23, , 
2015/1/17, 19, 20, 19, , 
2015/1/18, 20, 10, 31, , 
2015/1/19, 17, 5, 15, , 
2015/1/20, 9, , , , 
2015/1/22, 22, 7, 26, , 
2015/1/23, 24, 21, 13, , 
2015/1/24, 17, 28, 18, , 
2015/1/25, 19, 6, 31, , 
2015/1/26, 23, 9, 29, , 
2015/1/27, 27, 13, 21, , 
2015/1/28, 27, 10, 22, , 
2015/1/29, 24, 15, 16, , 
2015/1/30, 25, 21, 9, , 
2015/1/31, 13, 26, 7, , 
2015/2/1, 9, 17, 14, , 
2015/2/2, 11, 13, 22, , 
2015/2/3, 21, , , , 
2015/2/5, 14, , , , 
2015/2/11, 37, , 40, , 
2015/2/12, 36, 7, 32, , 
2015/2/13, 36, 6, 26, , 
2015/2/14, 37, 13, 19, , 
2015/2/15, 14, 3, 28, , 
2015/2/16, 21, 7, 29, , 
2015/2/17, 30, 13, 26, , 
2015/2/18, 31, 17, 30, , 
2015/2/19, 30, 8, 28, , 
2015/2/20, 35, 7, 29, , 
2015/2/21, 30, 13, 28, , 
2015/2/22, 17, 9, 24, , 
2015/2/23, 18, 23, 15, , 
2015/2/24, 18, 11, 30, , 
2015/2/25, 16, 5, 31, , 
2015/2/26, 26, 8, 26, , 
2015/2/27, 31, 10, 31, , 
2015/2/28, 22, 8, 30, , 
2015/3/1, 29, 17, 12, , 
2015/3/2, 21, 19, 17, , 
2015/3/3, 19, 6, 28, , 
2015/3/4, 24, 26, 14, , 
2015/3/5, 16, 7, 34, , 
2015/3/6, 29, 29, 11, , 
2015/3/7, 27, 9, 28, , 
2015/3/8, 26, 15, 32, , 
2015/3/9, 30, 1, 28, , 
2015/3/10, 34, , 61, , 
2015/3/12, 49, 12, 27, , 
2015/3/13, 33, 23, 11, , 
2015/3/14, 26, 10, 19, , 
2015/3/15, 15, 1, 28, , 
2015/3/16, 13, 34, 19, , 
2015/3/17, 19, 35, 7, , 
2015/3/18, 20, 35, 8, , 
2015/3/19, 21, 41, 3, , 
2015/3/20, 28, , , , 
2015/3/22, 17, 36, 3, , 
2015/3/23, 15, 31, 9, , 
2015/3/24, 26, , 22, , 
2015/3/25, 11, 16, 23, , 
2015/3/26, 14, 27, 6, , 
2015/3/27, 26, 14, 13, , 
2015/3/28, 20, , , , 
2015/3/30, 17, 12, 20, , 
2015/3/31, 25, 33, 6, , 
2014/10/1, 25, 29, 21, , 
2014/10/2, 31, 41, 16, , 
2014/10/3, 29, 39, 17, , 
2014/10/4, 27, 34, 9, , 
2014/10/5, 17, 31, 16, , 
2014/10/6, 22, 24, 26, , 
2014/10/7, 34, 27, 23, , 
2014/10/8, 34, 31, 20, , 
2014/10/9, 34, 28, 16, , 
2014/10/10, 32, , , , 
2014/10/15, 22, 20, 17, , 
2014/10/16, 19, 27, 22, , 
2014/10/17, 29, 22, 25, , 
2014/10/18, 29, 35, 15, , 
2014/10/19, 35, 22, 24, , 
2014/10/20, 53, 32, 20, , 
2014/10/21, 56, 27, 22, , 
2014/10/22, 39, 23, 22, , 
2014/10/23, 32, 17, 29, , 
2014/10/24, 45, 7, 27, , 
2014/10/25, 47, , , , 
2014/10/27, 37, 31, 19, , 
2014/10/28, 31, 26, 23, , 
2014/10/29, 35, 30, 21, , 
2014/10/30, 42, 31, 16, , 
2014/10/31, 35, , , , 
2014/11/4, 17, 19, 21, , 
2014/11/5, 18, 11, 27, , 
2014/11/6, 23, 12, 23, , 
2014/11/7, 23, 9, 25, , 
2014/11/8, 24, , , , 
2014/11/10, 18, 3, 31, , 
2014/11/11, 30, 15, 23, , 
2014/11/12, 16, 16, 24, , 
2014/11/13, 24, , 36, , 
2014/11/14, 43, 23, 17, , 
2014/11/15, 14, 23, 10, , 
2014/11/16, 9, 33, 28, , 
2014/11/17, 18, 12, 30, , 
2014/11/18, 22, 16, 27, , 
2014/11/19, 24, 22, 24, , 
2014/11/20, 32, 23, 24, , 
2014/11/21, 35, 12, 23, , 
2014/11/22, 44, 22, 15, , 
2014/11/23, 44, 9, 28, , 
2014/11/24, 47, 17, 18, , 
2014/11/25, 49, 7, 26, , 
2014/11/26, 49, 11, 27, , 
2014/11/27, 25, 25, 10, , 
2014/11/28, 40, 29, 4, , 
2014/11/29, 58, 21, 15, , 
2014/11/30, 88, 17, 22, , 
2014/12/1, 28, 7, 22, , 
2014/12/2, 19, 8, 15, , 
2014/12/3, 16, 9, 17, , 
2014/12/4, 16, 6, 5, , 
2014/12/5, 14, 10, , , 
2014/12/6, 15, 18, , , 
2014/12/7, 12, 15, , , 
2014/12/8, 13, 26, , , 
2014/12/9, 21, 12, 31, , 
2014/12/10, 18, 10, 29, , 
2014/12/11, 20, 11, 34, , 
2014/12/12, 23, 6, 26, , 
2014/12/13, 30, 13, 24, , 
2014/12/14, 39, 11, 30, , 
2014/12/15, 16, 10, 18, , 
2014/12/16, 13, 2, 32, , 
2014/12/17, 27, 8, 27, , 
2014/12/18, 24, 6, 21, , 
2014/12/19, 17, 9, 14, , 
2014/12/20, 13, 9, 14, , 
2014/12/21, 10, , 17, , 
2014/12/22, 18, 3, 29, , 
2014/12/23, 29, 3, 24, , 
2014/12/24, 29, 11, 15, , 
2014/12/25, 15, 10, 16, , 
2014/12/26, 14, 12, 19, , 
2014/12/27, 18, 21, 19, , 
2014/12/28, 19, , , , 
2014/9/25, 38, 35, 15, , 
2014/9/26, 38, 42, 14, , 
2014/9/27, 29, 25, 22, , 
2014/9/28, 21, 30, 14, , 
2014/9/29, 18, 25, 18, , 
2014/9/30, 22, 15, 23, , 
2020/3/31, , 36, 1, , 
2019/12/31, , 11, 15, , 
2018/12/31, , 14, 20, , 
2019/1/13, , 16, 24, , 
2019/1/30, , 12, 18, , 
2018/7/1, , 25, 13, 3, 
2018/4/15, , 21, 20, , 
2017/12/31, , 27, 3, , 
2018/1/28, , 11, 30, , 
2017/11/22, , 9, 32, , 
2017/12/26, , 24, 12, , 
2017/9/9, , 1, 34, , 
2017/6/14, , 43, 14, , 
2017/3/26, , 36, 9, , 
2016/10/9, , 6, 25, , 
2016/11/27, , 8, 20, , 
2016/12/4, , 27, 10, , 
2016/12/25, , 11, 20, , 
2016/7/30, , 36, 6, , 
2016/9/2, , 24, 19, , 
2016/9/19, , 1, 31, , 
2016/5/31, , 49, 14, , 
2016/1/7, , 14, 28, , 
2016/3/13, , 25, 20, , 
2015/10/4, , 11, 31, , 
2015/11/29, , 7, 30, , 
2016/1/2, , 17, 10, , 
2015/7/28, , 103, 3, , 
2015/7/29, , 30, 4, , 
2015/8/17, , 29, 6, , 
2015/9/29, , 25, 8, , 
2015/4/19, , 24, 15, , 
2015/5/10, , 22, 25, , 
2015/5/11, , 35, 22, , 
2014/12/31, , 19, 24, , 
2015/1/21, , 6, 28, , 
2015/2/4, , 18, 20, , 
2015/2/10, , 1, 52, , 
2015/3/11, , 18, 26, , 
2015/3/21, , 35, 4, , 
2015/3/29, , 15, 13, , 
2014/10/14, , 12, 29, , 
2014/10/26, , 41, 16, , 
2014/11/3, , 24, 16, , 
2014/11/9, , 6, 23, , 
2014/9/24, , 30, 17, , 
2015/8/16, , , 14, , 
